,0
129090,1
129437,1
129965,4
130161,10
130260,1
130552,1
130586,1
130595,1
130634,1
130635,1
130699,1
130701,1
130710,1
130712,2
130723,1
130759,1
131143,1
131151,1
131155,1
131157,2
131159,1
131164,1
131165,1
131167,1
131211,1
131260,1
131290,1
131357,2
131380,1
131586,1
131590,3
131592,2
131596,1
131598,1
131603,1
131630,1
131757,1
131947,1
131957,1
132009,1
132014,1
132018,1
132028,1
132067,1
132069,1
132127,1
132195,1
132209,24
132216,1
132217,17
132276,1
132277,1
132278,1
132332,5
132335,2
40923,1
42842,4
46185,1
46196,1
48216,18
48423,9
49980,5
55718,1
63925,2
70128,12
76827,2
81829,2
91743,1
99732,49
99766,33
99826,1
99980,16
99982,2
99991,9
100053,2
100154,1
100497,1
102221,6
103522,4
107349,1
107391,1
107410,1
107415,1
107416,1
107420,1
107427,1
107454,1
107469,1
107470,1
107473,1
107577,1
107602,1
107702,1
107823,1
107849,1
107852,1
107865,1
107888,1
107890,1
107891,1
107952,1
108104,1
108225,1
108228,1
108263,1
108281,1
108286,1
108298,1
108304,1
108323,1
108325,1
108326,2
108343,1
108453,1
108524,1
108525,1
108531,1
108532,1
108534,2
108565,2
108567,3
108574,1
108582,1
108584,1
108588,3
108590,1
108591,2
108594,1
108595,1
108617,1
108620,2
108628,1
108682,1
108693,2
108695,1
108699,1
108702,2
108710,2
108732,1
108736,1
109116,1
109125,1
109133,2
109138,2
109141,1
109169,1
109170,1
109174,1
109261,1
109435,1
109491,1
109563,1
109569,1
109578,1
109615,1
109927,1
109997,1
110005,1
110014,1
110015,1
110018,1
110029,1
110049,2
110053,1
110116,1
110179,1
110442,1
110454,1
110489,1
110492,1
110494,1
110574,2
110939,1
111334,1
111385,1
111397,1
111511,1
111779,1
111827,1
112245,1
112270,1
112670,1
112671,1
112716,1
112736,1
112737,1
112925,3
112970,1
113161,1
113223,1
113671,1
113995,1
114050,1
114451,1
114905,1
114945,1
114956,1
115602,1
115780,1
115798,1
116411,1
116692,1
116729,1
116743,1
116790,1
117135,1
117463,3
118068,1
118275,2
118315,1
118316,5
118374,6
118977,2
119005,7
119832,1
120230,1
120342,1
120489,2
123431,2
125050,1
125190,15
125397,2
125506,1
126030,1
126031,1
126044,1
126079,1
126202,1
126266,1
126329,1
126472,1
126478,1
126646,1
126774,1
126918,1
126919,1
127806,1
128068,2
130306,2
131311,1
131837,1
132290,1
132541,2
132737,1
132738,1
132920,50
133042,1
8959,1
18658,1
41586,4
41587,3
42834,4
48208,20
48415,9
49973,3
55187,1
57167,3
63916,1
64137,3
67500,1
70115,13
74516,2
76812,2
76855,2
79022,1
81809,4
86224,16
86263,3
86266,2
86272,9
91694,1
97449,2
97912,4
99676,2226
99902,1
100052,6
100061,1
100757,1
101351,4
105114,1
105160,1
105163,1
105170,1
105171,1
105239,1
105242,1
105244,1
105282,4
105296,1
105407,2
105469,1
105533,1
105611,1
105659,1
105667,2
105668,2
105670,1
105671,4
105672,3
105679,1
105683,1
105684,1
105701,2
105703,1
105704,1
105825,1
105830,1
105889,1
106012,1
106032,1
106071,1
106073,1
106079,1
106090,1
106092,2
106093,1
106094,1
106095,2
106109,1
106122,1
106130,2
106132,1
106151,1
106337,1
106373,1
106383,2
106390,1
106391,3
106392,1
106395,1
106400,1
106401,1
106405,1
106449,1
106488,1
106506,1
106509,1
106517,2
106519,1
106520,1
106525,1
106529,1
106531,1
106546,1
106552,2
106614,1
106678,1
106924,1
106930,1
106931,1
106937,1
106941,1
106943,4
106964,1
106983,1
107050,1
107121,1
107170,1
107175,1
107235,1
107301,1
107364,1
107378,1
107379,1
107389,2
107400,1
107421,1
107677,1
107686,1
107700,1
107731,1
107745,1
107813,1
107814,1
107821,1
107823,1
107856,1
107859,1
108268,1
108277,1
108300,1
108302,1
108387,2
108743,1
108875,1
108940,1
109134,1
109138,1
109170,1
109189,1
109200,1
109202,1
109213,1
109238,1
109249,1
109577,1
109578,1
109587,1
109591,1
109606,1
110016,1
110018,1
110023,1
110025,1
110033,1
110464,1
110482,1
110507,1
110511,1
110513,1
110520,1
110524,1
110527,1
110566,1
110722,2
110952,1
110970,1
111202,1
111346,1
111408,1
111522,1
112420,1
112621,1
112682,1
112686,1
112715,1
112747,1
113396,2
113446,1
113599,1
113602,1
113622,1
113624,1
113684,1
113944,1
113950,1
114015,1
114026,1
114067,1
114321,1
114467,1
114511,2
114517,1
114524,2
114570,1
114954,1
114999,3
115238,2
115343,1
115394,1
115842,1
116054,2
116092,4
116148,1
116149,1
116150,4
116222,1
116276,1
116723,1
116750,1
116779,2
116780,4
118004,1
118056,2
118269,2
118501,1
118892,1
119844,1
120229,1
121207,3
122842,1
122846,1
122958,16
123170,2
123230,1
123239,1
123243,1
123266,2
123267,2
123268,1
123841,1
123860,1
124223,1
124230,1
124238,1
124284,3
124472,1
124697,1
124793,1
125837,2
126067,1
128074,1
128697,1
129601,1
130098,1
130311,1
130542,1
130685,51
130746,1
130747,1
130804,3
130807,1
530,1
573,1
1468,1
3723,1
3771,1
5058,1
6841,1
8607,1
8892,1
8926,1
8944,1
9075,1
9135,1
10866,1
12652,1
13104,1
14013,1
14194,1
14210,1
14251,1
14254,1
14314,1
14440,2
14886,1
15334,1
16183,1
16676,1
17123,1
18467,1
18478,1
18484,1
18850,1
18974,1
19745,1
19803,1
20191,1
20206,1
20697,1
21143,1
21591,1
21782,1
22037,1
22483,1
23347,1
23403,1
23802,1
24719,2
25166,1
25613,1
26508,1
26894,1
27462,1
29192,1
29255,1
30027,1
30744,1
30980,1
31824,2
32199,1
32281,1
32320,1
32700,1
32765,2
33160,1
33211,1
34105,1
34296,1
34552,1
35446,2
35889,1
37216,1
37235,1
37238,1
38772,1
38827,1
38830,2
38832,1
39020,1
39467,1
39909,1
39977,1
40781,1
40892,2
41503,1
41637,1
41732,1
41757,1
41761,1
42541,1
42744,5
42976,1
43033,1
43092,1
43095,1
43478,1
43540,1
43928,1
44370,1
45266,1
45713,1
46159,1
46606,2
47117,1
47456,1
47495,1
47884,1
47945,1
48102,20
48308,10
49866,1
50153,1
52392,1
52454,1
52774,1
52837,1
53280,1
54651,1
55083,1
55134,1
55428,1
55531,3
55539,1
55574,1
55576,1
55577,1
55959,2
56853,1
57041,5
57295,2
58633,1
59034,1
61260,1
62821,1
64009,2
64393,1
65798,2
66691,2
67139,1
67155,1
67200,2
67582,1
68030,1
68421,1
68924,1
69452,1
70265,1
70329,1
70649,1
70711,1
72502,1
73909,1
74290,1
74739,1
76082,1
76913,1
77129,3
78394,1
78416,1
78439,1
78442,1
78761,1
78838,1
78862,1
78885,2
79175,1
79203,1
79265,1
79645,1
81660,4
83216,1
85442,1
85786,1
86127,4
87253,1
87696,1
91283,1
91566,2
92172,1
93583,1
94414,1
97101,1
97314,3
97775,1
97776,4
98500,1
98947,1
99538,49
99542,124
99544,1
99556,1
99569,163
99632,1
99733,5
100063,12
101785,6
103000,1
105238,1
106582,1
106847,1
106849,1
106861,1
106894,2
106895,2
106924,1
106952,2
106953,3
106964,1
106968,1
106972,1
106980,1
106988,2
107005,1
107007,3
107023,2
107028,1
107061,1
107062,1
107064,2
107121,1
107122,1
107125,1
107181,1
107182,2
107184,2
107242,1
107243,1
107245,1
107261,1
107301,1
107305,2
107320,1
107323,1
107361,1
107363,3
107375,2
107377,1
107379,1
107380,2
107384,1
107387,1
107392,1
107399,1
107410,3
107411,3
107430,1
107468,1
107469,1
107470,2
107532,2
107541,1
107551,1
107589,2
107591,1
107650,1
107652,2
107676,1
107710,1
107713,1
107770,1
107771,1
107774,1
107787,1
107788,1
107789,1
107792,6
107793,1
107794,1
107819,2
107822,3
107836,1
107843,2
107877,3
107879,1
107940,2
108000,1
108003,1
108014,1
108024,1
108035,1
108051,1
108057,1
108058,3
108069,1
108071,1
108073,2
108075,2
108076,1
108077,1
108080,2
108082,2
108106,1
108107,2
108120,1
108126,1
108165,1
108166,1
108167,1
108183,2
108185,4
108190,1
108192,1
108214,1
108216,2
108217,3
108276,1
108278,2
108341,1
108402,1
108403,1
108424,1
108462,1
108463,1
108527,1
108542,1
108544,1
108548,1
108554,1
108581,3
108582,2
108591,2
108594,1
108596,3
108603,2
108606,1
108612,1
108630,2
108631,3
108694,1
108714,1
108755,1
108813,1
108816,3
108877,3
108887,1
108934,1
108935,1
108936,2
108972,1
108974,1
108997,1
109001,1
109004,2
109007,1
109009,2
109012,2
109014,1
109016,1
109019,1
109028,1
109042,1
109043,1
109045,1
109058,1
109108,1
109119,1
109121,1
109169,1
109229,1
109230,2
109244,1
109291,2
109310,1
109312,1
109323,1
109350,2
109351,1
109363,1
109364,1
109405,2
109407,2
109416,2
109419,1
109421,2
109423,1
109426,3
109433,1
109435,1
109436,1
109437,2
109444,1
109449,1
109453,2
109464,1
109511,2
109512,1
109571,1
109573,1
109574,1
109632,4
109633,1
109692,1
109693,3
109751,2
109752,3
109761,1
109813,1
109829,1
109835,2
109837,1
109841,1
109843,1
109866,1
109867,1
109869,1
109891,1
109927,1
109928,3
109953,1
109987,1
109988,2
110046,1
110048,1
110049,1
110062,1
110105,1
110109,2
110167,1
110170,1
110233,2
110244,1
110248,2
110251,1
110286,1
110287,2
110288,2
110347,1
110349,1
110412,2
110474,2
110536,2
110599,1
110606,1
110621,1
110659,1
110669,3
110671,1
110673,1
110677,1
110678,1
110681,1
110691,2
110692,1
110712,1
110723,3
110725,1
110728,1
110730,1
110893,1
110896,1
110959,1
110981,1
111033,1
111043,1
111083,1
111092,1
111094,1
111097,1
111098,1
111101,2
111135,2
111137,2
111154,1
111195,1
111196,3
111258,2
111320,2
111382,1
111444,1
111509,1
111517,1
111520,1
111524,1
111528,1
111530,1
111532,1
111534,1
111538,1
111544,1
111556,1
111558,1
111559,3
111618,2
111619,1
111683,1
111746,1
111808,1
111867,1
111933,1
111936,1
111942,1
111943,1
111945,1
111946,1
111950,1
111954,3
111987,1
111988,1
112002,1
112005,1
112017,1
112043,4
112044,1
112103,1
112124,1
112168,1
112194,2
112228,2
112367,1
112372,1
112373,2
112390,1
112412,3
112429,3
112430,1
112431,1
112451,1
112468,1
112469,1
112532,1
112594,2
112655,2
112734,1
112781,1
112793,2
112801,1
112815,1
112837,1
112839,2
112842,2
112860,1
112863,1
112895,2
112896,1
112954,1
113231,3
113234,1
113238,1
113273,1
113336,1
113398,1
113526,1
113675,1
113715,2
113838,1
113840,1
113900,1
114030,1
114093,1
114094,1
114102,2
114104,1
114109,1
114111,1
114116,1
114118,1
114144,1
114147,2
114157,1
114160,1
114161,1
114162,1
114172,1
114203,3
114326,1
114328,1
114387,1
114390,1
114450,1
114513,1
114515,2
114525,1
114526,1
114530,1
114535,2
114541,1
114546,1
114547,2
114550,1
114563,2
114564,3
114623,1
114780,2
114939,3
114940,2
114999,2
115000,2
115061,3
115120,2
115121,2
115178,1
115182,2
115245,2
115249,1
115260,1
115298,1
115302,2
115314,1
115364,1
115376,1
115380,2
115384,1
115403,1
115420,4
115480,1
115737,1
115756,1
115797,1
115799,1
115808,1
115815,1
115818,1
115824,1
115831,1
115832,1
115851,3
115852,2
115866,1
115867,1
115872,1
115875,1
115889,1
115907,2
115908,1
115967,3
116028,1
116031,1
116153,1
116157,1
116215,1
116217,1
116234,2
116240,1
116259,1
116278,1
116337,1
116465,3
116528,1
116591,2
116651,1
116670,1
116692,1
116712,2
116713,1
116774,1
116775,1
116835,1
116836,1
116964,1
117109,2
117152,1
117212,1
117279,1
117368,2
117398,7
117455,7
117515,1
117551,1
117576,1
117578,2
117764,1
117955,1
117977,1
117981,2
117982,1
118017,1
118018,1
118045,1
118073,8
118136,1
118262,1
118395,1
118408,1
118447,1
118450,1
118637,1
118873,1
118893,1
118895,1
119085,1
119213,1
119275,2
119288,1
119290,1
119332,1
119334,2
119344,1
119354,1
119391,2
119393,1
119453,1
119545,2
119706,1
119718,1
120155,1
120192,1
120214,1
120620,1
120683,1
120723,1
120724,2
121103,1
121426,1
121484,1
121486,1
121487,1
121494,1
121517,1
121548,1
121560,1
121568,1
121736,1
121863,1
121941,1
121952,1
121983,1
121985,1
121986,2
122460,1
123004,1
123007,1
123070,1
123325,1
123703,1
123767,1
124039,1
124044,1
124046,1
124047,1
124048,1
124049,1
124057,3
124076,1
124078,2
124088,1
124135,1
124190,15
124311,1
124406,1
124440,1
124441,2
124456,1
124501,3
124524,1
124563,1
124605,1
124621,1
124624,1
124874,1
124941,2
124955,1
124956,1
124997,1
124999,3
125020,1
125037,1
125057,3
125072,1
125073,3
125074,1
125076,1
125079,1
125093,1
125110,4
125171,3
125230,1
125232,1
125293,2
125294,1
125353,2
125354,1
125377,1
125412,1
125413,2
125414,1
125424,1
125471,2
125472,3
125597,3
125660,1
125720,2
125783,2
125843,1
125844,1
125853,1
125855,1
125856,1
125863,2
125869,1
125898,2
125899,3
125960,2
126023,2
126149,1
126276,1
126294,2
126336,1
126337,1
126528,1
126586,1
126781,2
126998,2
127030,1
127161,1
127349,1
127667,1
127670,1
127732,1
128116,1
128561,1
128625,1
128753,1
129003,1
129007,1
129193,1
129223,2
129411,1
129450,1
129513,1
129543,1
130100,1
130101,1
130144,1
130160,1
130174,1
130274,1
130284,1
130297,1
130651,1
130668,1
130717,1
130739,1
130743,1
130744,1
130772,1
130775,2
130838,1
130961,1
130963,1
131090,1
131149,1
131278,1
131343,2
131405,1
131431,2
131466,1
131530,1
131593,1
131609,1
131618,1
131630,1
131651,3
131712,1
131713,1
131772,1
131774,2
131793,45
131854,3
131913,1
131915,1
8511,1
8962,1
9085,1
20796,1
31871,1
31923,1
31925,1
32324,1
32369,1
32373,2
32884,1
35059,1
38642,1
38907,1
39033,1
40908,1
40962,3
42820,5
44400,1
46692,1
47204,1
48193,20
48400,9
55175,1
55636,1
55679,1
57152,2
60609,1
62938,1
67267,1
69441,1
70461,1
77269,3
78522,1
78980,1
79027,1
79350,1
81809,3
86280,3
90159,1
91722,2
92189,2
97473,2
97934,6
99698,49
99732,30
99733,2
99741,3
99742,1
99745,45
99746,191
99807,3
99908,4
100243,1
100247,1
100616,3
101968,6
107086,2
107146,1
107147,2
107159,1
107165,1
107169,1
107204,4
107215,1
107263,2
107264,1
107323,1
107388,3
107447,1
107449,2
107510,2
107567,1
107572,2
107583,1
107593,1
107598,1
107624,1
107625,1
107628,2
107690,3
107748,2
107751,1
107808,1
107811,2
107870,1
107872,1
107931,2
107997,1
107998,1
108054,2
108058,1
108085,1
108117,1
108119,1
108183,1
108239,1
108245,1
108257,1
108261,1
108262,1
108300,1
108304,1
108313,1
108314,1
108315,1
108317,2
108321,1
108330,1
108335,1
108351,1
108352,2
108353,4
108414,3
108425,1
108427,1
108428,2
108432,1
108446,1
108462,2
108464,1
108466,3
108529,1
108585,1
108590,1
108648,1
108652,1
108711,1
108715,1
108772,1
108777,1
108835,2
108838,1
108899,1
108900,1
108962,2
109021,1
109022,3
109079,1
109080,2
109082,1
109141,1
109143,2
109204,3
109266,2
109299,1
109322,1
109389,3
109452,1
109515,1
109577,1
109637,1
109638,1
109639,1
109702,1
109713,2
109715,1
109762,1
109824,2
109886,2
109949,1
110011,2
110071,1
110072,2
110134,2
110191,1
110193,1
110256,1
110288,2
110640,1
110699,1
110766,1
111049,1
111083,2
111094,1
111144,1
111272,1
111399,1
111475,1
111488,1
111929,1
111970,1
112162,1
112481,1
112608,1
112638,1
112862,1
112874,1
112924,1
113243,1
113271,1
113366,2
113750,2
114641,1
114643,1
114650,1
114654,1
114670,1
114703,1
114766,1
114894,1
115308,1
115467,1
115527,1
115976,1
116423,1
116424,1
116610,1
116864,1
117159,1
117252,1
117262,1
117313,2
117983,1
118009,7
118066,7
118186,1
118639,1
118678,2
118694,8
119069,1
119073,1
119468,1
119522,1
120033,1
120191,1
120414,1
120807,1
122204,1
122264,1
123130,2
124707,1
124760,1
124873,15
125095,1
125184,1
125187,2
125252,1
125313,1
125633,1
125758,1
125824,1
126139,5
126163,1
126198,1
126648,1
127542,1
127765,2
128434,2
129777,1
130000,2
130286,2
130922,1
130924,1
130987,1
131113,2
131495,1
131555,1
131557,2
132000,1
132003,1
132130,1
132193,1
132223,1
132314,1
132317,2
132380,1
132441,3
132502,1
132566,1
132586,45
132589,41
132591,82
1918,1
9598,1
13600,1
17147,1
18574,1
40976,1
45031,3
46205,23
48224,30
49282,33
62904,18
65486,1
69854,24
74071,4
74984,1
75487,1
77728,16
93104,15
96962,2
99614,49
99647,31
99654,3
99682,26
99861,13
99922,3
100359,4
100360,5
102082,7
107074,450
107075,3161
107076,568
107077,1111
107078,146
107138,1
107206,1
107262,6
107273,1
107281,1
107323,1
107385,1
107445,1
107447,2
107509,1
107635,1
107698,1
107699,1
107757,1
107761,1
107822,2
107880,1
107881,1
107947,2
108073,1
108135,1
108164,2
108195,1
108261,1
108324,1
108385,1
108386,1
108449,1
108511,1
108575,1
108637,1
108699,1
108700,1
108825,1
109015,1
109016,1
109075,1
109139,2
109140,2
109199,1
109201,2
109254,1
109259,1
109261,2
109383,2
109384,3
109443,1
109445,2
109504,1
109505,1
109506,1
109567,1
109568,1
109630,2
109692,1
109883,2
109945,2
110071,1
110134,1
110262,1
110308,1
110324,1
110384,1
110448,1
110512,1
110605,2
110634,1
110701,1
110757,1
110762,1
110825,1
110889,1
110951,1
111015,1
111077,2
111200,1
111203,1
111262,1
111263,1
111325,1
111327,1
111390,1
111453,1
111579,1
111639,1
111769,1
111833,1
111896,1
111954,1
112083,1
112084,1
112212,1
112370,1
112466,1
112593,1
112776,9
112830,10
112957,1
113019,1
113400,1
113444,23
113825,1
113826,1
115193,5
116859,2
116951,1
118519,2
119625,15
120388,1
120391,1
120418,3
120445,1
120449,1
120481,1
120511,2
120702,1
120764,1
120827,1
120953,1
120954,1
121141,1
121335,1
121347,1
121397,1
121653,1
123026,2
123352,2
123400,14
124116,15
125683,1
126609,1
126862,1
126864,1
127118,1
127146,1
127240,1
127308,1
127325,47
127385,1
37837,2
37841,1
42315,4
42316,1
42702,2
58499,1
99776,17
99777,29
99778,5
99782,2
99783,11
99784,23
99785,1
99786,19
100037,5
100099,2
100508,1
100510,7
100527,1
100530,4
102256,6
107503,1
108014,1
108397,1
108844,1
108907,1
109034,1
109161,1
109288,1
109479,1
110182,1
111589,1
116452,1
118493,7
118549,8
119180,1
119181,1
119182,5
125377,1
125378,11
126272,1
126720,1
127103,1
132030,1
132382,4
133130,2
133132,1
133135,17
133136,4
133138,1
133139,14
25382,2
25393,1
37827,19
42295,8
42679,5
58469,5
58470,1
58475,2
62932,1
76333,1
99741,54
99747,58
99997,6
100058,3
100466,13
100474,1
100475,1
100476,11
102202,6
107080,2
107191,1
107318,1
107380,2
107438,1
107442,1
107504,2
107567,1
107629,2
107691,1
107753,1
107754,1
107817,1
107828,1
107877,3
107938,1
107939,1
108000,2
108054,1
108191,1
108252,1
108253,1
108314,1
108315,1
108376,1
108377,1
108428,1
108432,1
108438,1
108495,1
108497,2
108498,1
108560,1
108575,1
108617,2
108619,3
108675,1
108738,1
108741,1
108799,1
108805,1
108861,1
108906,1
109047,1
109151,1
109157,1
109183,2
109306,1
109307,1
109369,1
109435,1
109498,1
109559,2
109622,2
109742,2
109745,1
109804,1
109865,1
109867,1
109907,1
109929,1
110028,1
110123,1
110140,2
110499,1
110626,1
110951,1
111206,1
111269,1
111332,1
111390,1
111394,1
111457,1
111709,1
111837,1
111902,1
112220,1
112300,3
112343,1
112408,1
112471,1
112662,1
112853,1
113236,1
113427,1
113490,1
113617,1
113744,1
114637,1
114766,1
114781,2
114825,1
114890,1
115017,1
115142,1
115207,1
115333,1
115395,1
115396,1
115457,1
115586,1
115649,1
115712,1
115773,1
115774,1
116285,1
117051,1
117173,1
117194,2
117239,1
118320,8
118375,1
118376,7
118565,1
119005,3
119006,6
119214,1
119388,1
120792,1
121626,1
122154,2
124968,1
125192,15
126022,1
126147,1
126148,1
126466,2
126528,3
126967,1
126972,3
127051,3
129416,2
131381,1
131827,1
131828,1
131884,1
131890,1
131905,2
132167,14
132769,1
132912,49
132974,1
133037,1
12104,4
12105,1
22600,2
37822,2
37825,15
40549,1
42292,8
42676,4
42773,1
46026,1
58466,9
58468,3
88319,8
96204,1
99726,13
99727,40
99732,1
99733,57
99796,1
99982,6
100044,2
100452,13
100463,1
100464,11
102189,6
107072,1
107370,2
107431,1
107432,1
107494,2
107684,2
107806,1
107867,1
107872,1
107935,1
107992,1
107995,1
108054,1
108057,1
108058,1
108121,1
108290,1
108309,3
108369,1
108372,1
108431,1
108434,1
108494,1
108495,1
108554,2
108563,1
108620,1
108681,1
108739,1
108741,2
108742,2
108796,1
108802,1
108803,1
108861,1
108990,1
108992,1
109049,1
109054,1
109116,1
109239,1
109241,2
109303,1
109304,1
109364,2
109426,1
109428,1
109487,1
109488,1
109537,1
109613,2
109678,1
109804,1
109867,1
109926,1
109929,2
109989,1
109991,1
110051,1
110053,1
110111,1
110115,1
110135,2
110237,1
110303,1
110365,2
110489,1
110491,1
110682,1
110735,1
110742,3
110932,1
111186,1
111251,1
111312,1
111374,1
111375,2
111437,1
111624,1
111948,1
112266,1
112287,2
112776,1
113287,1
114182,1
114499,1
114560,1
114563,1
114624,3
114685,1
114771,2
114811,1
114938,2
114995,1
115000,1
115255,1
115444,1
115508,1
115570,1
115635,1
115822,1
115823,1
117166,1
117187,3
117612,1
118309,7
118365,8
118492,1
118941,4
118994,6
119207,1
122150,1
124964,1
125183,16
126072,1
126075,1
126076,1
126267,1
126327,1
126453,1
126454,1
126455,1
126515,1
126516,2
126641,1
126897,2
126957,1
126959,1
127021,1
127042,2
129408,2
131943,1
132160,14
132633,1
132761,1
132904,49
132964,1
133030,1
7787,1
8574,1
14331,1
16251,1
16939,1
17656,1
18487,1
27448,1
30986,9
37004,1
37040,1
37318,1
37812,17
38618,1
38789,2
39958,1
40532,1
42273,9
42280,1
42658,3
42755,2
55814,1
58448,8
58450,3
84915,1
93305,1
95493,1
99714,54
99722,57
99971,5
100444,14
100455,11
100457,2
102179,6
102182,1
107066,1
107378,1
107387,1
107414,1
107421,1
107484,1
107802,1
107863,1
108530,1
108540,1
108565,1
108566,1
108584,2
108585,1
108589,1
108591,1
108617,1
108621,2
108747,2
109162,1
109192,1
109193,1
109221,1
109251,1
109254,1
109372,1
109443,1
109507,1
109589,1
109596,1
109627,2
109629,2
109948,1
110043,1
110045,1
110163,1
110192,1
110491,1
110506,1
110514,1
110515,2
110642,1
110769,1
110896,1
110956,3
111019,1
111147,1
111369,1
111390,1
111396,1
111397,2
111458,3
111841,1
111901,1
111963,1
112313,2
112605,1
112726,1
112730,1
113178,1
113625,1
114583,1
114801,2
114900,2
114959,1
114962,1
115345,1
115827,1
116174,1
116300,1
116749,1
116783,1
116811,1
117220,2
118216,1
118335,9
118393,6
118518,2
118961,1
118965,1
119020,1
119021,2
119022,4
119149,1
119238,2
120298,1
121639,1
122179,2
124992,2
125035,1
125207,13
125524,2
125972,1
126030,1
126094,1
126095,1
126117,1
126157,1
126158,1
126220,1
126280,1
126282,1
126409,1
126473,1
126534,1
126535,1
126917,2
126948,1
126979,1
127069,1
129281,1
129434,2
130622,1
131258,1
131836,1
131926,1
132177,5
132180,5
132335,2
132782,1
132926,48
573,3
37826,9
37827,9
42295,9
42679,4
58473,7
58474,4
99742,53
99749,57
100000,5
100472,13
100485,9
102212,6
107108,1
107394,1
107455,1
109692,1
110238,1
111036,1
112412,2
114906,1
117337,1
118451,7
118511,4
119145,1
119147,3
119370,1
122313,1
125127,2
125336,1
125339,11
126471,1
127193,1
127223,2
129589,2
132331,13
132935,1
133080,47
133207,1
15786,1
37829,19
40550,2
40551,1
42294,4
42785,1
58480,3
58482,1
98282,8
99747,53
99754,57
99941,1
100003,3
100004,2
100066,2
100474,13
100488,9
102214,6
107331,2
107387,1
107390,2
107392,1
107414,1
107452,3
107487,1
107514,1
107577,1
107633,1
107639,1
107701,1
107764,2
107823,1
107825,1
107855,1
107882,1
107884,1
107886,1
107901,3
107940,1
107943,1
108070,1
108071,1
108197,2
108256,1
108310,1
108312,1
108318,1
108319,1
108383,1
108446,1
108503,1
108507,2
108541,1
108568,2
108584,1
108624,1
108628,2
108686,1
108690,1
108753,1
108816,1
108879,1
108940,2
109004,1
109066,1
109190,1
109191,1
109253,1
109317,2
109379,1
109441,1
109443,1
109503,1
109629,1
109630,3
109820,1
109944,1
110075,1
110137,1
110201,1
110264,1
110516,1
110663,2
110708,1
110770,1
110898,1
110956,1
111023,1
111086,1
111150,1
111212,1
111276,1
111338,1
111464,1
112232,1
112292,1
112294,1
112868,1
112996,1
113013,1
113699,1
113826,1
114080,1
115040,1
115230,2
115245,2
115291,1
115414,1
115673,1
116184,1
116823,1
116950,1
117141,1
117652,1
118115,2
118342,1
118345,8
118403,1
118404,4
118530,1
119038,5
120141,2
122763,2
125227,15
125370,2
125543,2
125734,1
125989,1
126049,3
126110,1
126111,1
126171,1
126172,3
126234,2
126296,2
126358,1
126421,2
126483,1
126540,1
126543,4
126606,1
126667,3
126729,1
126792,2
126916,1
126917,1
126978,2
126979,1
127041,2
127230,1
127504,1
129934,2
131321,2
131833,1
131894,1
132175,14
132201,2
132327,2
132454,1
132644,2
132771,1
132786,2
132830,1
132912,48
81,1
155,1
158,1
522,1
545,1
826,1
955,1
37833,2
41932,2
42308,10
42688,4
58492,2
99759,4
99760,49
99768,15
99770,1
99772,37
100023,1
100024,2
100499,9
100517,1
100518,2
102246,6
107429,1
107462,1
107549,1
107618,1
107681,1
107744,1
107871,1
107933,1
107996,1
108123,1
108186,2
108244,1
108310,1
108503,1
108560,1
108561,1
108598,2
108624,2
108644,1
108684,1
108685,1
108749,1
108809,1
109195,1
109235,1
109257,1
109766,1
109830,1
110406,1
110995,4
112577,1
113295,3
115389,1
115515,1
115643,1
116360,4
116470,1
116597,1
118447,6
118506,5
119031,4
119137,5
121710,6
123049,1
124073,2
125286,6
125319,11
126085,1
127508,3
131089,3
131454,1
132305,2
133069,48
133071,11
133072,20
133073,6
133074,86
9890,2
9893,2
37832,8
41928,2
42306,8
42687,3
58491,1
58492,1
99759,54
99767,14
99769,1
99770,38
100020,6
100082,2
100419,12
100480,12
100482,1
100497,5
102222,6
107469,1
107530,1
107719,1
107720,1
107780,1
107860,1
107866,1
107877,1
107930,2
107967,1
107970,1
108032,1
108092,1
108094,1
108157,1
108221,1
108291,1
108411,1
108474,1
108536,1
108559,1
108606,1
108653,1
108659,1
108741,1
108765,1
108786,1
108849,1
108976,1
109039,1
109230,1
109293,1
109419,1
109483,1
109674,1
109864,2
110119,1
110565,1
110714,2
111011,1
111074,1
111137,1
111264,1
111400,1
111454,1
111517,1
111900,1
112286,1
112794,1
113070,2
115308,2
115541,1
118185,2
118412,7
118469,7
119104,5
120212,2
122834,2
125121,1
125292,2
125294,11
125443,1
125551,1
125555,1
126058,1
126136,1
127614,1
130044,2
132005,1
132156,1
132276,4
132278,3
132279,2
132281,2
132909,2
133031,48
133032,127
13776,2
34173,1
37833,2
38906,1
38969,1
41933,2
42311,11
42688,5
44128,1
55268,1
55715,1
58488,2
76858,1
85966,1
85983,1
99753,54
99762,55
99888,1
99947,1
100009,7
100069,1
100070,1
100482,12
100499,1
100502,1
101848,1
102226,6
102543,1
107312,1
107335,1
107336,2
107337,4
107349,2
107357,1
107377,1
107390,3
107392,2
107404,1
107409,1
107417,1
107435,1
107440,2
107446,4
107448,1
107481,1
107482,1
107495,2
107496,1
107498,1
107500,1
107501,1
107557,2
107561,2
107615,1
107616,2
107617,2
107618,2
107641,1
107672,1
107674,1
107675,1
107676,2
107735,1
107736,1
107737,1
107791,1
107795,1
107797,2
107806,1
107808,1
107819,1
107821,1
107822,1
107823,1
107824,2
107825,1
107839,1
107844,4
107845,2
107870,2
107895,1
107901,3
107902,1
